,title,type,source,text,added_date
58,Instacart stock subdued as debut enthusiasm loses steam,Business,Reuters,"Investors had speculated that the series of new listings could potentially revive the IPO market after a near 18-month dry spell, but stocks including chip designer Arm and RayzeBio have traded weaker in a sign of caution amid concerns of inflation and higher interest rates.  Shares of San Francisco-based Instacart ended 12% higher in their Nasdaq debut on Tuesday, failing to hold onto an intraday gain of as much as 43%.  The company's initial public offering on Monday had given it a valuation of nearly $9.9 billion.",2023-09-20 15:08:22.233795
59,FEATURE-Five years free: A new life for many LGBTQ+ Indians,World,Reuters,"Hemant Kumar dreams of living a simple life - with a loving husband, doting daughter and all the respectability that comes from being an old-fashioned family man in small-town India.  Five years ago, Kumar thought that was just a pipe dream.  But a historic 2018 ruling by the country's Supreme Court to decriminalise homosexuality opened the door to love for millions of LGBTQ+ Indians like Kumar who live in small cities and towns around the country.",2023-09-20 15:08:23.135863
60,Biden is using executive power to create a New Deal-style American Climate Corps,Politics,AP Finance,"After being thwarted by Congress, President Joe Biden will use his executive authority to create a New Deal-style American Climate Corps that will serve as a major green jobs training program.  In an announcement Wednesday, the White House said the program will employ about 20,000 young adults who will build trails, plant trees, help install solar panels and do other work to boost conservation and help prevent catastrophic wildfires.  Democrats and environmental advocacy groups never gave up on the plan and pushed Biden in recent weeks to issue an executive order authorizing what the White House now calls the American Climate Corps.",2023-09-20 15:21:14.235947
61,"Airbnb says it's cracking down on fake listings and has removed 59,000 of them this year",Business,AP Finance,"Fake listings have emerged as a major problem for Airbnb, threatening to scare off consumers and prompting the short-term rental service to use AI in an effort to crack down on fraudsters.  Airbnb says it has removed 59,000 fake listings and prevented another 157,000 from joining the platform this year.  Fake listings and high cleaning fees are among several issues that Airbnb said Wednesday that its users highlighted in a company survey.",2023-09-20 15:24:06.991561
62,"GLOBAL MARKETS-Stocks edge up before Fed, but UK data stirs rate pause talk",Business,Reuters,"European stocks gained ground on Wednesday while U.S. Treasury yields dipped after reaching multi-year highs as recent surging oil prices stoked inflation worries, setting the scene for the Federal Reserve to project rates staying higher for longer.  Yet in Europe, sterling came under pressure after data showed Britain's high inflation rate fell unexpectedly in August, prompting speculation that the Bank of England could pause its historic run of interest rate hikes as soon as Thursday.  The Federal Reserve is expected to leave rates unchanged at the current range of between 5.25% and 5.5% when it concludes a two-day meeting later on Wednesday.",2023-09-20 15:30:34.073137
63,Analysis-Consumer goods firms' pricing woes may spread beyond France,Business,Reuters,"Consumer goods firms like Nestle, Lindt and Unilever may face increased pressure across Europe to cut prices after being singled out by French retailers and politicians, industry experts say.  Ahead of contract talks due to start by next month, supermarket chain Carrefour has slapped price warnings on products to pressure top consumer goods suppliers including Nestle, PepsiCo and Unilever to reduce inflation.  France is a crucial country for consumer goods companies, having long outstripped Germany, Italy, Spain and others as the European Union's biggest market for groceries by supermarket revenues, according to research firm IBISWorld.",2023-09-20 15:30:34.904324
64,China pledges to accelerate introduction of more economic policies,World,Reuters,"China will speed up the introduction of more policies to consolidate its economic recovery, state media CCTV reported on Wednesday, citing a cabinet meeting chaired by Premier Li Qiang, after the economy showed tentative signs of stabilising.  With a flurry of support steps kicking in, the $18 trillion economy showed better-than-expected figures including bank lending, industrial production and consumption gauges last month, but the wobbling property sector still weighs on its economic outlook.  China will stick to deepening reforms and further opening up and will fully mobilize the enthusiasm of businesses, CCTV said.",2023-09-20 15:32:48.665778
65,"India, US collaborate on project to deploy 10,000 e-buses in India",World,Reuters,"The United States and India will collaborate on a project to deploy 10,000 made-in-India electric buses in Indian cities, the U.S. embassy said in a statement on Wednesday.  A key component of the project will be a new payment security mechanism that will ""accelerate new and more sustainable investments by lowering financial risks,"" the embassy said.  ""The partnership announced today will mobilize financing for a fleet of 10,000 electric buses throughout India, expanding options for electric public transportation in India, creating cleaner cities and healthier communities,"" U.S. Ambassador to India Eric Garcetti said.",2023-09-20 15:40:00.939039
66,"U.N. climate summit asks some countries to detail progress, as others face pressure",World,Reuters,"Countries seen as taking strong action against climate change will speak Wednesday at a special climate summit, with the oil-exporting United Arab Emirates set to take the last slot.  With this year's annual U.N. climate summit, COP28, set to take place later this year in the UAE city of Dubai, U.N. Secretary General Antonio Guterres has implored national policymakers to step up efforts to rein in climate-warming emissions.  ""I'm not sure all leaders are feeling the heat,"" Guterres said during his opening remarks at this week's U.N. General Assembly in New York, adding that efforts were ""falling abysmally short.""",2023-09-20 15:41:51.195419
67,Engine maker CFM says up to 96 planes affected by fake parts probe,World,Reuters,"Jet engine maker CFM International said on Wednesday up to 96 airliners may be taken out of service for checks as the fallout from a probe into suspected supplies of engine components with false paperwork by a British distributor reached a UK court.  Matthew Reeve, a lawyer representing CFM and its co-owners General Electric and Safran, said AOG Technics had engaged in a ""deliberate, dishonest and sophisticated scheme to deceive the market with falsified documents on an industrial scale"".  He told London's High Court that 86 ""falsified re-certificates"" had been found and that, by Monday, the number of engines suspected to have parts with forged documents had risen to 96, compared with a previously published tally of 68.",2023-09-20 15:41:52.173021
